HHLDNO,CERTMTH,RAWBEN,EXPEDSER,FSMEDEXP,FSDEPDED,RAWNET,SUA1,SUA2,FSCSEXP,RENT,SHELDED,ALLADJ,AMTADJ,REP_SYS,CTPRHH,FSCSDED,RAWGROSS,RAWERND,FSMEDDED,UTIL,FSNDISCA,FSNDIS,LASTCERT,BENFIX,FSUSIZE,BENMAX,MINIMUM_BEN,FSNKID,FSERNDED,FSSLTDED,FSSTDDED,FSTOTDED,SHELCAP,NONCIT_HEAD,COMPOSITION,MED_DED_DEMO,ERN_INC_DED_PCT,FSSLTEXP,NETSCRN,GROSSCRN,,,,,FSOTHERN,FSSLFEMP,FSWAGES,FSCSUPRT,FSTANF,FSCONT,FSDEEM,FSOTHGOV,FSOTHUN,FSSOCSEC,FSEDLOAN,FSGA,FSUNEMP,FSVET,FSWCOMP,FSDIVER,FSSSI,FSWGESUP,FSENERGY,FSEITC,FSFOSTER,TANF_IND,FSEARN,FSUNEARN,FSGRINC,EXCL_FSCSDED,TPOV,WRK_POOR,FSNETINC,FSBEN,FSMINBEN,SSI_CAP,FSSTDDE2,FSERNDE2,FSDEPDE2,FSMEDDE2,FSSLTDE2,FSTOTDE2,PURE_PA,ASSLIM,FSASTEST,FSGRTEST,FSNETEST,FSBENSUPP,SUPP_BEN,FSNONCIT,FSDIS,FSELDER,FSKID,HH_Member__AGE1,HH_SEX,HH_RACE,HH_FSAFIL,HH_CTZN,HH_YRSED,HH_EMPRG,HH_EMPSTA,HH_EMPSTB,HH_WAGES,HH_SLFEMP,HH_EITC,HH_OTHERN,HH_SOCSEC,HH_VET,HH_SSI,HH_UNEMP,HH_WCOMP,HH_OTHGOV,HH_WRKREG,HH_ABWDST,HH_NDISCA,HH_WORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,12,105,Not entitled to expedited service,0,0,1281,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,632,608,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,2603,520,0,921,0,0,6,131,2,516,23,1,520,608,193,1321,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1553,1526,1984,Dollar Saver Mart,456 Michigan Ave,Detroit,48202,0,0,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,0,2603,0,171,1,1282,131,0,Not in SSI-CAP,289,780,0,0,608,1321,0,2750,1,0,1,NA,0,0,0,0,1,38,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Employed by other,Full-time (40 hours or more),2603,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,3039 Kennedy St,Chesterfield,MI,49716,Katherine,Ramirez,,,,,,,Paul,Ramirez,13,,,,,,,,,,,,,,,,,
470,12,488,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,800,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,959,192,0,921,0,0,3,516,2,516,23,1,191,624,193,1008,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1721,1526,1984,Speedy Gas & Go,789 Grand River Ave,Detroit,48203,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,959,0,63,1,0,516,0,Not in SSI-CAP,144,142,0,0,575,959,0,2750,1,1,1,NA,0,0,0,0,1,44,Female,Racial/ethnic data not available because application was not found,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Participating in non-SNAP E&T (such as TANF),Employed by other,1â€“19 hours/week,959,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4594 Pine St,Sault Ste. Marie,MI,48989,Clara,Moore,,,,,,,Joan,Moore,14,,,,,,,,,,,,,,,,,
471,36,170,Not entitled to expedited service,0,0,416,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Other,1,0,609,0,0,0,0,1,32,156,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,QuickServe Catering,309 Cedar St,Lansing,48918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,609,609,0,54,0,416,156,0,Not in SSI-CAP,193,0,0,0,0,193,1,4250,1,1,1,NA,0,0,1,0,0,29,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,"Postsecondary education (for example, technical education or some college)",Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,609,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,2036 Sycamore Ln,Royal Oak,MI,49287,Gianna,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
472,36,511,Not entitled to expedited service,0,0,16,Uses higher standard based on LIHEAA assistance,Not prorated,0,400,875,No adjustment,0,Other,2,0,1085,0,0,921,0,1,25,511,2,516,23,1,0,875,193,1068,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1321,1526,1984,FreshWay Grocery,135 Jefferson Ave,Detroit,48204,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,1085,1085,0,71,0,17,510,0,Not in SSI-CAP,289,0,0,0,875,1068,0,4250,1,1,1,NA,0,0,1,0,1,27,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,830,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,2168 Shoreline Pl,Wyoming,MI,48073,Peyton,Rogers,,,,,,,Isaiah,Rogers,15,,,,,,,,,,,,,,,,,
473,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,700,1261,No adjustment,0,Other,1,0,914,0,0,921,0,1,7,281,1,281,23,0,0,1261,193,1454,624,Head of unit is a citizen,No children,0,0.1999999285,1621,1133,1473,ValueTech Assembly,410 Industrial Dr,Flint,48502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,914,914,0,81,0,0,281,0,Not in SSI-CAP,0,0,0,0,721,914,1,4250,1,1,1,NA,0,0,1,0,0,59,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,914,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,8333 Station Ln,Shelby Township,MI,48381,Sarah,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,
474,12,281,Not entitled to expedited service,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,0,1,0,2,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,Neighborhood Hardware Plus,521 Dort Hwy,Flint,48503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,36,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,0,4933 Sunset Way,East Lansing,MI,48717,Luca,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
477,36,261,Not entitled to expedited service,0,0,50,Uses higher standard based on LIHEAA assistance,Not prorated,0,253,766,No adjustment,0,Other,1,0,1009,0,0,921,0,0,28,266,1,281,23,0,0,766,193,959,624,Head of unit is a participating noncitizen,No children,0,0.1999999285,1174,1133,1473,SpeedMart Fuel Center,632 Fenton Rd,Flint,48504,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,1009,0,89,0,50,266,0,Not in SSI-CAP,289,0,0,0,766,959,0,4250,1,1,1,NA,0,1,0,1,0,68,Male,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,"Legal permanent resident with 40 quarters of work, military service, five years legal U.S. residency, disability, or under age 18",NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1009,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,7934 Monroe Pl,Ferndale,MI,49947,Dominic,Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
478,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,202,780,No adjustment,0,Other,1,0,879,0,0,921,0,0,11,281,1,281,23,0,0,780,193,973,624,Head of unit is a citizen,No children,0,0.1999999285,1123,1133,1473,Community Fitness Desk,743 Saginaw St,Flint,48505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0,879,879,0,78,0,0,281,0,Not in SSI-CAP,195,0,0,0,686,879,1,4250,1,1,1,NA,0,0,0,1,0,71,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,879,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,6913 College Ter,Coldwater,MI,49785,Zoey,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
479,36,250,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,700,1121,No adjustment,0,Other,1,0,1192,0,0,921,0,0,16,281,1,281,23,0,0,1122,193,1315,624,Head of unit is a citizen,No children,0,0.1999999285,1621,1133,1473,EasyPack Fulfillment,854 Miller Rd,Flint,48506,0,0,0,0,0,0,0,0,240,952,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,1192,0,105,0,0,281,0,Not in SSI-CAP,167,0,0,0,999,1192,0,4250,1,1,1,NA,0,0,0,1,0,67,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,Naturalized citizen,"Postsecondary education (for example, technical education or some college)",Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,952,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3678 Franklin Way,Westland,MI,49657,Leah,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,
480,12,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,921,0,0,7,281,1,281,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,Sunny Laundry Services,965 Court St,Flint,48507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,59,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,8753 Station Rd,Troy,MI,49814,Riley,Nguyen,,,,,,,,,,,,,,,,,,,,,,,,,,
481,36,281,Not entitled to expedited service,7,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,700,1083,No adjustment,0,Other,1,0,1277,0,7,921,0,0,29,281,1,281,23,0,0,1083,193,1283,624,Head of unit is a citizen,No children,0,0.1999999285,1621,1133,1473,CityEats Food Truck Co,176 Beach St,Flint,48508,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,1277,0,113,0,0,281,0,Not in SSI-CAP,284,0,0,5,1077,1277,0,4250,1,1,1,NA,0,0,0,1,0,63,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1277,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,1111 Aspen Ter,Muskegon,MI,49868,Hadley,Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,
482,12,939,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,1300,1861,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),4,0,914,0,0,921,0,1,10,939,4,939,23,3,0,1861,193,2054,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2221,2313,3007,BrightSmile Dental Front Desk,976 Oakland Ave,Lansing,48915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,914,914,0,40,0,0,939,0,Not in SSI-CAP,0,0,0,0,721,914,0,4250,1,1,1,NA,0,0,1,0,1,30,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,2082 Franklin Dr,Livonia,MI,49002,Madison,Green,,,,,,,Judith,Green,3,Axel,Green,4,Benjamin,Green,17,,,,,,,,,,Lease Ends Next Month,
484,36,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,324,864,No adjustment,0,Other,1,0,955,0,0,921,0,1,20,281,1,281,23,0,0,864,193,1057,624,Head of unit is a citizen,No children,0,0.1999999285,1245,1133,1473,QuickServe Sandwiches,287 Center Rd,Flint,48509,0,0,0,0,0,0,0,0,0,814,0,128,0,0,0,0,14,0,0,0,0,0,0,956,956,0,84,0,0,281,0,Not in SSI-CAP,189,0,0,0,763,956,1,4250,1,1,1,NA,0,0,1,0,0,54,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,814,0,14,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,2555 Lincoln Rd,Manistee,MI,49414,Reagan,Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
485,36,281,Not entitled to expedited service,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Other,1,0,0,0,0,0,0,0,36,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,UrbanMarket Express,398 Corunna Rd,Flint,48510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,4250,1,1,1,NA,0,0,0,1,0,65,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3465 Station Way,Greenville,MI,48265,William,Cook,,,,,,,,,,,,,,,,,,,,,,,,,,
487,12,483,Not entitled to expedited service,0,0,107,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,300,0,0,0,0,0,8,483,2,516,23,1,0,0,193,193,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,0,1526,1984,Sunrise Diner,246 Mack Ave,Detroit,48205,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,20,0,107,483,0,Not in SSI-CAP,193,0,0,0,0,193,0,2750,1,1,1,NA,0,0,0,0,1,48,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,4758 Chestnut Pl,Gaylord,MI,49023,Katherine,Nelson,,,,,,,Benjamin,Nelson,16,,,,,,,,,,,,,,,,,
488,36,46,Not entitled to expedited service,0,0,783,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,525,703,No adjustment,0,Other,1,0,1679,0,0,921,0,0,8,46,1,281,23,0,0,703,193,896,624,Head of unit is a citizen,No children,0,0.1999999285,1446,1133,1473,QuickBite Burgers,123 Woodward Ave,Detroit,48201,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,1679,0,148,0,783,46,0,Not in SSI-CAP,289,0,0,0,703,896,0,4250,1,1,1,NA,0,0,0,1,0,82,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1679,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,7398 Cedar Pl,Taylor,MI,49653,Rylee,Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
489,12,156,Entitled to expedited service and received benefits within Federal time frame,0,0,416,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,609,0,0,0,0,1,9,156,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,Dollar Saver Mart,456 Michigan Ave,Detroit,48202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,609,609,0,54,0,416,156,0,Not in SSI-CAP,193,0,0,0,0,193,1,4250,1,1,1,NA,0,0,1,0,0,59,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,609,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,7584 River St,Three Rivers,MI,49486,David,Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
490,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,300,851,No adjustment,0,Other,1,0,934,0,0,921,0,1,3,281,1,281,23,0,0,851,193,1044,624,Head of unit is a citizen,No children,0,0.1999999285,1221,1133,1473,Speedy Gas & Go,789 Grand River Ave,Detroit,48203,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,99,0,0,0,0,0,0,934,934,0,82,0,0,281,0,Not in SSI-CAP,180,0,0,0,741,934,1,4250,1,1,1,NA,0,0,1,0,0,34,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,835,0,99,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,5149 Depot St,Grosse Pointe Park,MI,48800,Ryan,Young,,,,,,,,,,,,,,,,,,,,,,,,,,
491,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,921,0,0,5,281,1,281,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,FreshWay Grocery,135 Jefferson Ave,Detroit,48204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,58,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3670 Lake Ave,Warren,MI,49344,Audrey,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
492,12,502,Not entitled to expedited service,0,0,1800,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1350,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,3271,654,0,921,0,0,8,199,3,740,23,2,654,624,193,1471,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2271,1920,2495,SpeedMart Fuel Center,632 Fenton Rd,Flint,48504,0,0,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,3271,0,170,1,1800,200,0,Not in SSI-CAP,193,654,0,0,624,1471,0,2750,1,0,1,NA,0,0,0,0,1,32,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,20â€“29 hours/week,3271,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4800 Roosevelt Ct,Trenton,MI,49983,Sofia,Morales,,,,,,,Justin,Morales,7,Stella,Morales,9,,,,,,,,,,,,,,
